,job_id,job_title,job_title_short,job_location,search_location,job_posted_date,county,salary_rate,salary_year_avg,salary_hour_avg,company_name,job_skills
2400,2401,Graphic Designer,Graphic,Los Angeles,"Los Angeles, USA",2024-10-18,Kings County,Hourly,145154.04,69.79,Techify,"JavaScript, React, Node.js"
2401,2402,Electrical Technician,Electrical,New York,"New York, USA",2025-01-09,Cook County,Hourly,59599.49,28.65,BrightPath,"Customer Service, Communication"
2402,2403,Marketing Specialist,Marketing,Chicago,"Chicago, USA",2025-06-01,Kings County,Hourly,77407.98,37.22,SoftHub,"Customer Service, Communication"
2403,2404,Marketing Specialist,Marketing,San Francisco,"San Francisco, USA",2025-03-11,Los Angeles County,Yearly,92288.84,44.37,NextGen Corp,"Customer Service, Communication"
2404,2405,Data Engineer,Engineer,Seattle,"Seattle, USA",2025-05-06,Harris County,Hourly,66735.25,32.08,BrightPath,"Python, SQL, Excel"
2405,2406,Customer Support Representative,Customer,San Francisco,"San Francisco, USA",2024-11-17,King County,Yearly,72600.71,34.9,BrightPath,"AutoCAD, SolidWorks"
2406,2407,Project Manager,Project,Houston,"Houston, USA",2025-06-26,Cook County,Yearly,89890.54,43.22,Techify,"Accounting, QuickBooks, Excel"
2407,2408,Marketing Specialist,Marketing,Seattle,"Seattle, USA",2025-10-05,Los Angeles County,Yearly,85946.43,41.32,NextGen Corp,"Accounting, QuickBooks, Excel"
2408,2409,Data Engineer,Engineer,San Francisco,"San Francisco, USA",2025-04-25,Cook County,Yearly,60580.72,29.13,DataNest,"Python, SQL, Excel"
2409,2410,Data Analyst,Data,Seattle,"Seattle, USA",2025-04-29,King County,Hourly,118343.77,56.9,BrightPath,"Customer Service, Communication"
2410,2411,Data Analyst,Data,New York,"New York, USA",2025-07-22,Harris County,Hourly,148693.98,71.49,DataNest,"AutoCAD, SolidWorks"
2411,2412,Marketing Specialist,Marketing,Austin,"Austin, USA",2025-06-12,Cook County,Yearly,137266.5,65.99,NextGen Corp,"AutoCAD, SolidWorks"
2412,2413,Project Manager,Project,San Francisco,"San Francisco, USA",2024-11-01,Los Angeles County,Hourly,96052.57,46.18,DataNest,"JavaScript, React, Node.js"
2413,2414,Customer Support Representative,Customer,Seattle,"Seattle, USA",2024-12-26,Cook County,Hourly,41266.04,19.84,Techify,"Customer Service, Communication"
2414,2415,Web Developer,Web,Los Angeles,"Los Angeles, USA",2025-01-11,Harris County,Yearly,54534.02,26.22,SkyNet Ltd,"Customer Service, Communication"
2415,2416,Project Manager,Project,Houston,"Houston, USA",2025-06-05,Cook County,Hourly,56384.27,27.11,DataNest,"Customer Service, Communication"
2416,2417,Marketing Specialist,Marketing,New York,"New York, USA",2025-09-22,Cook County,Yearly,148681.96,71.48,SoftHub,"SEO, Google Ads, Analytics"
2417,2418,Data Science,Science,Houston,"Houston, USA",2025-07-16,King County,Yearly,100689.56,48.41,SkyNet Ltd,"Python, SQL, Excel"
2418,2419,Customer Support Representative,Customer,Chicago,"Chicago, USA",2024-12-21,Kings County,Hourly,123372.23,59.31,NextGen Corp,"SEO, Google Ads, Analytics"
2419,2420,Customer Support Representative,Customer,Austin,"Austin, USA",2025-03-19,Los Angeles County,Hourly,133976.76,64.41,DataNest,"Customer Service, Communication"
2420,2421,Data Engineer,Engineer,Chicago,"Chicago, USA",2025-05-12,Harris County,Yearly,73661.32,35.41,SkyNet Ltd,"JavaScript, React, Node.js"
2421,2422,Electrical Technician,Electrical,New York,"New York, USA",2024-11-11,Harris County,Hourly,85509.4,41.11,BrightPath,"Accounting, QuickBooks, Excel"
2422,2423,Electrical Technician,Electrical,Austin,"Austin, USA",2025-06-19,Harris County,Yearly,136686.73,65.71,SkyNet Ltd,"SEO, Google Ads, Analytics"
2423,2424,Project Manager,Project,San Francisco,"San Francisco, USA",2025-08-07,Kings County,Yearly,97080.44,46.67,Techify,"Photoshop, Illustrator"
2424,2425,Financial Data Analyst,Financial,New York,"New York, USA",2025-07-20,Los Angeles County,Yearly,144243.11,69.35,SkyNet Ltd,"Customer Service, Communication"
2425,2426,Marketing Specialist,Marketing,Austin,"Austin, USA",2025-08-28,Harris County,Hourly,146397.39,70.38,DataNest,"Python, SQL, Excel"
2426,2427,Marketing Specialist,Marketing,San Francisco,"San Francisco, USA",2024-12-09,King County,Hourly,55849.17,26.85,NextGen Corp,"Customer Service, Communication"
2427,2428,Data Science,Science,Seattle,"Seattle, USA",2025-01-15,Cook County,Hourly,68749.16,33.05,Techify,"AutoCAD, SolidWorks"
2428,2429,Project Manager,Project,Seattle,"Seattle, USA",2025-02-04,Kings County,Yearly,130437.66,62.71,NextGen Corp,"JavaScript, React, Node.js"
2429,2430,Financial Data Analyst,Financial,New York,"New York, USA",2024-10-17,Cook County,Hourly,82053.89,39.45,SkyNet Ltd,"SEO, Google Ads, Analytics"
2430,2431,Data Analyst,Data,San Francisco,"San Francisco, USA",2025-01-20,Harris County,Yearly,97894.63,47.06,BrightPath,"SEO, Google Ads, Analytics"
2431,2432,Graphic Designer,Graphic,Austin,"Austin, USA",2025-08-21,Los Angeles County,Hourly,111278.04,53.5,SoftHub,"Customer Service, Communication"
2432,2433,Data Engineer,Engineer,Seattle,"Seattle, USA",2024-12-17,Kings County,Yearly,118674.44,57.06,SoftHub,"AutoCAD, SolidWorks"
2433,2434,Graphic Designer,Graphic,Los Angeles,"Los Angeles, USA",2025-07-26,Harris County,Yearly,77678.04,37.35,DataNest,"JavaScript, React, Node.js"
2434,2435,Data Analyst,Data,Seattle,"Seattle, USA",2025-06-08,King County,Yearly,148479.82,71.38,BrightPath,"Accounting, QuickBooks, Excel"
2435,2436,Data Science,Science,New York,"New York, USA",2025-07-24,Harris County,Hourly,142141.38,68.34,DataNest,"Accounting, QuickBooks, Excel"
2436,2437,Electrical Technician,Electrical,New York,"New York, USA",2025-09-21,Cook County,Yearly,136611.6,65.68,BrightPath,"Customer Service, Communication"
2437,2438,Data Science,Science,Houston,"Houston, USA",2024-11-13,Cook County,Hourly,75642.33,36.37,GreenWorks,"Accounting, QuickBooks, Excel"
2438,2439,Data Engineer,Engineer,New York,"New York, USA",2025-06-05,Los Angeles County,Yearly,104228.56,50.11,DataNest,"JavaScript, React, Node.js"
2439,2440,Financial Data Analyst,Financial,New York,"New York, USA",2024-11-05,Kings County,Yearly,110073.23,52.92,SkyNet Ltd,"SEO, Google Ads, Analytics"
2440,2441,Data Analyst,Data,San Francisco,"San Francisco, USA",2025-09-14,Cook County,Yearly,116933.51,56.22,SkyNet Ltd,"SEO, Google Ads, Analytics"
2441,2442,Data Analyst,Data,New York,"New York, USA",2024-11-24,Kings County,Hourly,41706.29,20.05,Techify,"Photoshop, Illustrator"
2442,2443,Web Developer,Web,Chicago,"Chicago, USA",2025-10-11,Cook County,Yearly,89973.45,43.26,SkyNet Ltd,"SEO, Google Ads, Analytics"
2443,2444,Customer Support Representative,Customer,Houston,"Houston, USA",2024-10-15,Kings County,Yearly,42449.86,20.41,NextGen Corp,"Photoshop, Illustrator"
2444,2445,Project Manager,Project,Chicago,"Chicago, USA",2024-11-25,Harris County,Hourly,134921.09,64.87,GreenWorks,"SEO, Google Ads, Analytics"
2445,2446,Customer Support Representative,Customer,Houston,"Houston, USA",2024-11-20,Cook County,Yearly,91585.15,44.03,NextGen Corp,"Python, SQL, Excel"
2446,2447,Web Developer,Web,Seattle,"Seattle, USA",2025-08-30,Kings County,Hourly,70348.74,33.82,Techify,"Photoshop, Illustrator"
2447,2448,Financial Data Analyst,Financial,New York,"New York, USA",2025-08-14,Cook County,Hourly,65806.18,31.64,BrightPath,"AutoCAD, SolidWorks"
2448,2449,Data Science,Science,Seattle,"Seattle, USA",2025-02-21,King County,Yearly,104050.4,50.02,GreenWorks,"AutoCAD, SolidWorks"
2449,2450,Data Engineer,Engineer,Austin,"Austin, USA",2024-11-26,Cook County,Hourly,104354.64,50.17,BrightPath,"Python, SQL, Excel"
2450,2451,Financial Data Analyst,Financial,Seattle,"Seattle, USA",2025-09-03,Los Angeles County,Hourly,84285.84,40.52,GreenWorks,"SEO, Google Ads, Analytics"
2451,2452,Marketing Specialist,Marketing,Los Angeles,"Los Angeles, USA",2025-09-22,Harris County,Yearly,74867.55,35.99,DataNest,"Python, SQL, Excel"
2452,2453,Data Engineer,Engineer,Chicago,"Chicago, USA",2024-12-19,Kings County,Hourly,77914.38,37.46,BrightPath,"AutoCAD, SolidWorks"
2453,2454,Web Developer,Web,Chicago,"Chicago, USA",2024-12-18,Harris County,Hourly,62704.0,30.15,SoftHub,"AutoCAD, SolidWorks"
2454,2455,Data Analyst,Data,New York,"New York, USA",2025-01-10,Los Angeles County,Yearly,44892.04,21.58,NextGen Corp,"Customer Service, Communication"
2455,2456,Project Manager,Project,New York,"New York, USA",2025-07-20,Los Angeles County,Hourly,100433.88,48.29,BrightPath,"AutoCAD, SolidWorks"
2456,2457,Web Developer,Web,Austin,"Austin, USA",2025-01-15,Harris County,Hourly,119432.57,57.42,NextGen Corp,"SEO, Google Ads, Analytics"
2457,2458,Web Developer,Web,Seattle,"Seattle, USA",2025-02-18,King County,Hourly,98853.85,47.53,SkyNet Ltd,"SEO, Google Ads, Analytics"
2458,2459,Electrical Technician,Electrical,Chicago,"Chicago, USA",2025-08-28,Harris County,Yearly,52049.39,25.02,SkyNet Ltd,"JavaScript, React, Node.js"
2459,2460,Data Analyst,Data,San Francisco,"San Francisco, USA",2025-01-27,Los Angeles County,Yearly,146729.9,70.54,BrightPath,"Customer Service, Communication"
2460,2461,Data Engineer,Engineer,Los Angeles,"Los Angeles, USA",2025-02-16,King County,Yearly,145056.18,69.74,DataNest,"AutoCAD, SolidWorks"
2461,2462,Data Engineer,Engineer,Seattle,"Seattle, USA",2024-12-26,Cook County,Yearly,146064.17,70.22,NextGen Corp,"JavaScript, React, Node.js"
2462,2463,Data Engineer,Engineer,San Francisco,"San Francisco, USA",2025-06-08,King County,Hourly,137926.1,66.31,DataNest,"Photoshop, Illustrator"
2463,2464,Project Manager,Project,Chicago,"Chicago, USA",2025-09-30,King County,Hourly,97063.07,46.66,DataNest,"SEO, Google Ads, Analytics"
2464,2465,Data Engineer,Engineer,Los Angeles,"Los Angeles, USA",2025-03-01,Harris County,Yearly,80052.86,38.49,SkyNet Ltd,"Photoshop, Illustrator"
2465,2466,Graphic Designer,Graphic,Chicago,"Chicago, USA",2025-04-26,Cook County,Yearly,146377.45,70.37,GreenWorks,"Accounting, QuickBooks, Excel"
2466,2467,Graphic Designer,Graphic,Houston,"Houston, USA",2025-06-27,King County,Yearly,43214.17,20.78,SkyNet Ltd,"JavaScript, React, Node.js"
2467,2468,Customer Support Representative,Customer,Austin,"Austin, USA",2025-05-06,Kings County,Hourly,119169.99,57.29,BrightPath,"Customer Service, Communication"
2468,2469,Web Developer,Web,Chicago,"Chicago, USA",2024-10-18,Kings County,Yearly,85324.93,41.02,Techify,"Customer Service, Communication"
2469,2470,Data Engineer,Engineer,Houston,"Houston, USA",2025-04-23,Cook County,Hourly,113710.64,54.67,NextGen Corp,"Python, SQL, Excel"
2470,2471,Financial Data Analyst,Financial,Houston,"Houston, USA",2025-07-25,Harris County,Yearly,80242.79,38.58,BrightPath,"Photoshop, Illustrator"
2471,2472,Project Manager,Project,Chicago,"Chicago, USA",2025-04-22,Cook County,Hourly,65574.23,31.53,DataNest,"AutoCAD, SolidWorks"
2472,2473,Electrical Technician,Electrical,New York,"New York, USA",2025-09-24,King County,Yearly,115598.49,55.58,DataNest,"SEO, Google Ads, Analytics"
2473,2474,Marketing Specialist,Marketing,Chicago,"Chicago, USA",2025-04-03,Cook County,Yearly,53323.76,25.64,DataNest,"Python, SQL, Excel"
2474,2475,Data Analyst,Data,Chicago,"Chicago, USA",2025-04-07,King County,Hourly,69793.04,33.55,DataNest,"JavaScript, React, Node.js"
2475,2476,Data Analyst,Data,Seattle,"Seattle, USA",2025-03-20,King County,Hourly,113212.42,54.43,SoftHub,"Accounting, QuickBooks, Excel"
2476,2477,Data Science,Science,New York,"New York, USA",2025-02-13,Kings County,Yearly,114255.65,54.93,Techify,"JavaScript, React, Node.js"
2477,2478,Customer Support Representative,Customer,Seattle,"Seattle, USA",2024-11-15,Los Angeles County,Hourly,54214.2,26.06,DataNest,"Accounting, QuickBooks, Excel"
2478,2479,Electrical Technician,Electrical,New York,"New York, USA",2025-01-06,Cook County,Hourly,135515.63,65.15,Techify,"AutoCAD, SolidWorks"
2479,2480,Electrical Technician,Electrical,Austin,"Austin, USA",2025-05-01,Los Angeles County,Yearly,76562.41,36.81,Techify,"Customer Service, Communication"
2480,2481,Electrical Technician,Electrical,Houston,"Houston, USA",2024-10-23,Harris County,Hourly,118495.37,56.97,DataNest,"AutoCAD, SolidWorks"
2481,2482,Data Analyst,Data,Los Angeles,"Los Angeles, USA",2025-08-03,Kings County,Hourly,83139.5,39.97,Techify,"AutoCAD, SolidWorks"
2482,2483,Marketing Specialist,Marketing,Seattle,"Seattle, USA",2025-01-22,Cook County,Yearly,54968.31,26.43,NextGen Corp,"Photoshop, Illustrator"
2483,2484,Graphic Designer,Graphic,Los Angeles,"Los Angeles, USA",2025-09-17,Los Angeles County,Yearly,87801.85,42.21,GreenWorks,"Photoshop, Illustrator"
2484,2485,Financial Data Analyst,Financial,Los Angeles,"Los Angeles, USA",2025-01-28,Los Angeles County,Hourly,94323.71,45.35,GreenWorks,"Customer Service, Communication"
2485,2486,Customer Support Representative,Customer,Houston,"Houston, USA",2025-05-23,Cook County,Hourly,45201.02,21.73,SkyNet Ltd,"Python, SQL, Excel"
2486,2487,Data Science,Science,San Francisco,"San Francisco, USA",2025-01-19,King County,Yearly,128301.79,61.68,BrightPath,"Accounting, QuickBooks, Excel"
2487,2488,Graphic Designer,Graphic,New York,"New York, USA",2024-12-14,Harris County,Yearly,86654.25,41.66,SkyNet Ltd,"Customer Service, Communication"
2488,2489,Customer Support Representative,Customer,Houston,"Houston, USA",2025-05-03,Harris County,Yearly,124770.54,59.99,Techify,"Python, SQL, Excel"
2489,2490,Marketing Specialist,Marketing,Los Angeles,"Los Angeles, USA",2025-08-15,Kings County,Hourly,87400.8,42.02,GreenWorks,"Python, SQL, Excel"
2490,2491,Web Developer,Web,Seattle,"Seattle, USA",2025-07-14,King County,Hourly,138085.82,66.39,NextGen Corp,"Customer Service, Communication"
2491,2492,Web Developer,Web,New York,"New York, USA",2025-01-27,King County,Yearly,52295.05,25.14,GreenWorks,"Photoshop, Illustrator"
2492,2493,Project Manager,Project,Chicago,"Chicago, USA",2025-02-12,Los Angeles County,Yearly,90372.81,43.45,BrightPath,"Photoshop, Illustrator"
2493,2494,Project Manager,Project,Austin,"Austin, USA",2024-10-16,King County,Hourly,94545.51,45.45,SkyNet Ltd,"AutoCAD, SolidWorks"
2494,2495,Web Developer,Web,Los Angeles,"Los Angeles, USA",2025-03-17,Harris County,Hourly,96631.58,46.46,BrightPath,"Photoshop, Illustrator"
2495,2496,Graphic Designer,Graphic,San Francisco,"San Francisco, USA",2025-05-04,Los Angeles County,Yearly,135600.65,65.19,GreenWorks,"JavaScript, React, Node.js"
2496,2497,Graphic Designer,Graphic,Chicago,"Chicago, USA",2025-05-19,Harris County,Hourly,99917.87,48.04,BrightPath,"AutoCAD, SolidWorks"
2497,2498,Graphic Designer,Graphic,Houston,"Houston, USA",2025-09-17,Cook County,Yearly,42929.01,20.64,NextGen Corp,"SEO, Google Ads, Analytics"
2498,2499,Electrical Technician,Electrical,San Francisco,"San Francisco, USA",2024-10-28,Cook County,Yearly,80331.73,38.62,Techify,"SEO, Google Ads, Analytics"
2499,2500,Marketing Specialist,Marketing,San Francisco,"San Francisco, USA",2025-02-24,Los Angeles County,Yearly,93372.59,44.89,BrightPath,"Python, SQL, Excel"
2500,2501,Customer Support Representative,Customer,Houston,"Houston, USA",2025-06-12,Los Angeles County,Yearly,148509.37,71.4,BrightPath,"Photoshop, Illustrator"
2501,2502,Marketing Specialist,Marketing,Chicago,"Chicago, USA",2025-07-05,Harris County,Hourly,61858.23,29.74,DataNest,"Python, SQL, Excel"
2502,2503,Data Analyst,Data,New York,"New York, USA",2024-12-01,Harris County,Hourly,111651.24,53.68,Techify,"JavaScript, React, Node.js"
2503,2504,Financial Data Analyst,Financial,Los Angeles,"Los Angeles, USA",2025-05-30,Cook County,Yearly,98415.33,47.32,GreenWorks,"AutoCAD, SolidWorks"
2504,2505,Web Developer,Web,Austin,"Austin, USA",2025-08-03,King County,Yearly,44245.84,21.27,BrightPath,"Photoshop, Illustrator"
2505,2506,Customer Support Representative,Customer,New York,"New York, USA",2024-11-17,Los Angeles County,Hourly,75234.41,36.17,BrightPath,"Photoshop, Illustrator"
2506,2507,Data Science,Science,San Francisco,"San Francisco, USA",2025-02-09,Kings County,Yearly,62912.67,30.25,Techify,"Accounting, QuickBooks, Excel"
2507,2508,Marketing Specialist,Marketing,Seattle,"Seattle, USA",2025-03-08,Kings County,Yearly,64362.8,30.94,NextGen Corp,"Python, SQL, Excel"
2508,2509,Customer Support Representative,Customer,Seattle,"Seattle, USA",2025-05-17,King County,Hourly,145323.92,69.87,BrightPath,"Python, SQL, Excel"
2509,2510,Graphic Designer,Graphic,San Francisco,"San Francisco, USA",2025-08-04,Kings County,Yearly,107900.99,51.88,BrightPath,"SEO, Google Ads, Analytics"
2510,2511,Web Developer,Web,Austin,"Austin, USA",2024-11-04,King County,Yearly,89244.61,42.91,SkyNet Ltd,"Customer Service, Communication"
2511,2512,Data Science,Science,New York,"New York, USA",2025-01-16,Los Angeles County,Hourly,111407.4,53.56,DataNest,"Photoshop, Illustrator"
2512,2513,Web Developer,Web,Seattle,"Seattle, USA",2024-10-22,King County,Hourly,125852.05,60.51,BrightPath,"Python, SQL, Excel"
2513,2514,Electrical Technician,Electrical,Chicago,"Chicago, USA",2025-01-06,Harris County,Yearly,98203.76,47.21,Techify,"SEO, Google Ads, Analytics"
2514,2515,Customer Support Representative,Customer,Austin,"Austin, USA",2025-05-23,Harris County,Hourly,48778.05,23.45,SoftHub,"Python, SQL, Excel"
2515,2516,Data Science,Science,Chicago,"Chicago, USA",2025-05-03,Cook County,Yearly,145838.11,70.11,SkyNet Ltd,"SEO, Google Ads, Analytics"
2516,2517,Graphic Designer,Graphic,Austin,"Austin, USA",2025-05-15,Kings County,Yearly,148625.97,71.45,DataNest,"Accounting, QuickBooks, Excel"
2517,2518,Project Manager,Project,New York,"New York, USA",2025-02-07,King County,Yearly,101153.2,48.63,DataNest,"Photoshop, Illustrator"
2518,2519,Graphic Designer,Graphic,Houston,"Houston, USA",2025-05-10,Cook County,Yearly,43131.17,20.74,BrightPath,"Accounting, QuickBooks, Excel"
2519,2520,Project Manager,Project,Houston,"Houston, USA",2025-07-14,King County,Hourly,89100.77,42.84,GreenWorks,"Python, SQL, Excel"
2520,2521,Web Developer,Web,New York,"New York, USA",2024-12-21,Cook County,Hourly,64133.27,30.83,BrightPath,"Photoshop, Illustrator"
2521,2522,Data Engineer,Engineer,Los Angeles,"Los Angeles, USA",2024-12-18,Cook County,Hourly,75183.9,36.15,Techify,"Photoshop, Illustrator"
2522,2523,Data Science,Science,Austin,"Austin, USA",2025-01-14,Los Angeles County,Yearly,127935.45,61.51,DataNest,"Customer Service, Communication"
2523,2524,Data Engineer,Engineer,Seattle,"Seattle, USA",2025-04-05,King County,Yearly,135986.1,65.38,GreenWorks,"Python, SQL, Excel"
2524,2525,Graphic Designer,Graphic,New York,"New York, USA",2025-09-29,Kings County,Hourly,46098.03,22.16,DataNest,"Photoshop, Illustrator"
2525,2526,Project Manager,Project,San Francisco,"San Francisco, USA",2025-07-26,Kings County,Hourly,88444.68,42.52,BrightPath,"JavaScript, React, Node.js"
2526,2527,Data Analyst,Data,Seattle,"Seattle, USA",2025-07-31,Los Angeles County,Yearly,78109.85,37.55,GreenWorks,"Accounting, QuickBooks, Excel"
2527,2528,Customer Support Representative,Customer,San Francisco,"San Francisco, USA",2025-07-27,Cook County,Yearly,112445.62,54.06,DataNest,"Customer Service, Communication"
2528,2529,Electrical Technician,Electrical,Houston,"Houston, USA",2025-05-02,Kings County,Hourly,74844.6,35.98,Techify,"AutoCAD, SolidWorks"
2529,2530,Data Analyst,Data,Austin,"Austin, USA",2025-06-12,Kings County,Yearly,132515.6,63.71,SkyNet Ltd,"JavaScript, React, Node.js"
